what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wb.discovery.core,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.core",1378826508057
started,bundle,org.eclipse.wb.discovery.ui,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.ui",1378826508058
started,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,"org.tigris.subversion.subclipse.mylyn",1378826508058
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1378826508060
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1378826508082
started,bundle,com.collabnet.subversion.merge,3.0.10,"com.collabnet.subversion.merge",1378826508082
started,bundle,org.tigris.subversion.clientadapter,1.8.3,"org.tigris.subversion.clientadapter",1378826508082
started,bundle,org.tigris.subversion.subclipse.core,1.8.16,"org.tigris.subversion.subclipse.core",1378826508082
started,bundle,org.tigris.subversion.subclipse.tools.usage,1.1.0,"org.tigris.subversion.subclipse.tools.usage",1378826508083
started,bundle,org.tigris.subversion.subclipse.ui,1.8.15,"org.tigris.subversion.subclipse.ui",1378826508120
started,bundle,ch.qos.logback.beagle,1.1.4.201209042005,"ch.qos.logback.beagle",1378826508120
os,sysinfo,,,"win32",1378826508126
arch,sysinfo,,,"x86_64",1378826508126
ws,sysinfo,,,"win32",1378826508126
locale,sysinfo,,,"de_CH",1378826508126
processors,sysinfo,,,"4",1378826508126
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1378826508126
java.runtime.version,sysinfo,,,"1.6.0_31-b05",1378826508126
java.specification.name,sysinfo,,,"Java Platform API Specification",1378826508126
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1378826508126
java.specification.version,sysinfo,,,"1.6",1378826508126
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1378826508126
java.version,sysinfo,,,"1.6.0_31",1378826508126
java.vm.info,sysinfo,,,"mixed mode",1378826508126
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1378826508126
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1378826508126
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1378826508126
java.vm.specification.version,sysinfo,,,"1.0",1378826508126
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1378826508126
java.vm.version,sysinfo,,,"20.6-b01",1378826508126
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1378826508179
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378826508221
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378826511052
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1378826513254
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1378826513291
closed,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1378826513366
activated,view,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1378826517470
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1378826517497
closed,view,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1378826517525
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378826524286
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1378826528465
started,bundle,ch.ntb.inf.deep,0.3.1,"ch.ntb.inf.deep",1378826528487
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1378826528775
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1378826878887
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1378826878916
started,bundle,org.tigris.subversion.clientadapter.javahl,1.7.6,"org.tigris.subversion.clientadapter.javahl",1378826879589
started,bundle,org.tigris.subversion.clientadapter.svnkit,1.7.5.1,"org.tigris.subversion.clientadapter.svnkit",1378826879596
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1378826880266
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1378826880540
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1378826880627
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378826882017
activated,view,ch.qos.logback.beagle,1.1.4.201209042005,"ch.qos.logback.beagle.view.BeagleView",1378826883629
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1378826883647
closed,view,ch.qos.logback.beagle,1.1.4.201209042005,"ch.qos.logback.beagle.view.BeagleView",1378826883659
error,log,,,"socket closed",1378826883688
error,log,,,"Resource '/.org.eclipse.jdt.core.external.folders/.link0' already exists.",1378826885190
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378826885247
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1378826885394
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1378826885478
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378826885569
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378826890276
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378826890491
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1378826893556
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1378826893569
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1378826894760
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1378826894891
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1378826895269
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378826897820
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378826928918
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1378826928952
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1378826929713
started,bundle,org.eclipse.wb.core.lib,1.3.0.r37x201202052311,"org.eclipse.wb.core.lib",1378826930549
started,bundle,org.eclipse.wb.core,1.3.0.r37x201202052311,"org.eclipse.wb.core",1378826930695
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378826933751
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378826934105
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1378826934512
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378826941221
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378826941354
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1378826942845
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378826943110
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378826943229
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378826945727
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378826945818
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1378826946607
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378826946825
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378826946956
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378826949486
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378826949630
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378826951569
started,bundle,org.eclipse.pde.core,3.7.1.v20120103_r372,"org.eclipse.pde.core",1378826968377
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1378826973174
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1378826997923
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1378827013744
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378827014954
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378827014954
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378827019592
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1378827030108
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1378827030204
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1378827030974
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1378827031148
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1378827033128
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1378827039663
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378827066074
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378827078900
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1378827080221
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1378827080997
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1378827091254
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1378827095489
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1378827095634
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378827095725
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1378827111153
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1378827124621
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378827141709
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378827175947
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378827179091
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378827183750
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1378827187404
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.console"".",1378827188097
error,log,,,"Exception occurred during console property change notification.",1378827188100
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.console"".",1378827188102
error,log,,,"Exception occurred during console property change notification.",1378827188105
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.console"".",1378827188108
error,log,,,"Exception occurred during console property change notification.",1378827188111
started,bundle,ch.ntb.inf.deep.debug,0.0.7,"ch.ntb.inf.deep.debug",1378827188112
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378827198504
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378827219562
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1378827220827
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1378827224045
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1378827229859
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1378827243100
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378827248490
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378879327238
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378879333379
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378879334233
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378879336621
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378879341462
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378879347442
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378879407626
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378879408068
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378879409491
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378879424662
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378879428429
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378879428434
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378879472273
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1378879516491
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378879523816
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378879537313
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378879542250
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378879543174
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1378879553877
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378879555883
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1378879570462
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378879575485
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378879615568
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378879618681
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1378879693246
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378879694929
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378879697531
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378879699046
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378879705441
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378879708876
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378879709592
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378879730592
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1378879742032
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378879754083
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1378879758658
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378879768557
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378879812712
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378879818532
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1378879824482
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378879824900
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378879825062
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378879825196
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378879827784
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378879830292
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378879832633
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378879832724
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378879833264
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378879870078
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378879871908
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1378879880232
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378879881437
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1378879883626
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1378879884819
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1378879886723
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1378879904034
